date,crop_type,region,demand_kg,price_per_kg,festival_flag,month,week_of_year
2018-11-19,pepper,Bogoso,89.4,6.79,0,11,47
2018-11-26,pepper,Bogoso,78.3,6.99,0,11,48
2018-12-03,pepper,Bogoso,94.5,6.5,0,12,49
2018-12-10,pepper,Bogoso,86.9,6.75,0,12,50
2018-12-17,pepper,Bogoso,85.8,6.69,0,12,51
2018-12-24,pepper,Bogoso,131.5,7.28,1,12,52
2018-12-31,pepper,Bogoso,159.1,6.71,1,12,1
2019-01-07,pepper,Bogoso,71.2,9.06,0,1,2
2019-01-14,pepper,Bogoso,79.9,8.56,0,1,3
2019-01-21,pepper,Bogoso,84.3,8.63,0,1,4
2019-01-28,pepper,Bogoso,91.0,8.71,0,1,5
2019-02-04,pepper,Bogoso,82.3,9.3,0,2,6
2019-02-11,pepper,Bogoso,83.2,8.18,0,2,7
2019-02-18,pepper,Bogoso,94.0,8.38,0,2,8
2019-02-25,pepper,Bogoso,80.7,8.16,0,2,9
2019-03-04,pepper,Bogoso,93.1,7.26,0,3,10
2019-03-11,pepper,Bogoso,93.6,7.34,0,3,11
2019-03-18,pepper,Bogoso,88.3,7.1,0,3,12
2019-03-25,pepper,Bogoso,94.5,7.36,0,3,13
2019-04-01,pepper,Bogoso,144.3,7.02,1,4,14
2019-04-08,pepper,Bogoso,150.3,7.32,1,4,15
2019-04-15,pepper,Bogoso,76.3,8.0,0,4,16
2019-04-22,pepper,Bogoso,89.5,7.76,0,4,17
2019-04-29,pepper,Bogoso,86.2,7.69,0,4,18
2019-05-06,pepper,Bogoso,98.0,7.38,0,5,19
2019-05-13,pepper,Bogoso,93.1,7.21,0,5,20
2019-05-20,pepper,Bogoso,99.1,7.33,0,5,21
2019-05-27,pepper,Bogoso,91.8,7.67,0,5,22
2019-06-03,pepper,Bogoso,85.2,8.7,0,6,23
2019-06-10,pepper,Bogoso,89.9,8.71,0,6,24
2019-06-17,pepper,Bogoso,90.6,8.62,0,6,25
2019-06-24,pepper,Bogoso,92.7,8.16,0,6,26
2019-07-01,pepper,Bogoso,69.9,9.48,0,7,27
2019-07-08,pepper,Bogoso,77.1,9.35,0,7,28
2019-07-15,pepper,Bogoso,88.3,9.4,0,7,29
2019-07-22,pepper,Bogoso,70.7,10.25,0,7,30
2019-07-29,pepper,Bogoso,90.2,8.81,0,7,31
2019-08-05,pepper,Bogoso,127.4,9.45,1,8,32
2019-08-12,pepper,Bogoso,112.1,10.0,1,8,33
2019-08-19,pepper,Bogoso,111.8,8.98,1,8,34
2019-08-26,pepper,Bogoso,119.6,9.29,1,8,35
2019-09-02,pepper,Bogoso,101.2,8.39,0,9,36
2019-09-09,pepper,Bogoso,84.6,8.49,0,9,37
2019-09-16,pepper,Bogoso,88.6,8.02,0,9,38
2019-09-23,pepper,Bogoso,81.8,8.77,0,9,39
2019-09-30,pepper,Bogoso,93.1,8.8,0,9,40
2019-10-07,pepper,Bogoso,87.5,7.48,0,10,41
2019-10-14,pepper,Bogoso,89.1,7.08,0,10,42
2019-10-21,pepper,Bogoso,97.6,7.36,0,10,43
2019-10-28,pepper,Bogoso,95.9,7.07,0,10,44
2019-11-04,pepper,Bogoso,86.2,7.28,0,11,45
2019-11-11,pepper,Bogoso,78.7,8.01,0,11,46
2019-11-18,pepper,Bogoso,96.3,7.41,0,11,47
2019-11-25,pepper,Bogoso,93.8,7.03,0,11,48
2019-12-02,pepper,Bogoso,81.6,7.48,0,12,49
2019-12-09,pepper,Bogoso,84.3,7.02,0,12,50
2019-12-16,pepper,Bogoso,87.6,7.07,0,12,51
2019-12-23,pepper,Bogoso,143.6,7.12,1,12,52
2019-12-30,pepper,Bogoso,133.7,7.29,1,12,1
2020-01-06,pepper,Bogoso,76.5,9.85,0,1,2
2020-01-13,pepper,Bogoso,78.1,9.72,0,1,3
2020-01-20,pepper,Bogoso,80.6,9.69,0,1,4
2020-01-27,pepper,Bogoso,95.9,9.08,0,1,5
2020-02-03,pepper,Bogoso,84.3,9.35,0,2,6
2020-02-10,pepper,Bogoso,82.8,9.66,0,2,7
2020-02-17,pepper,Bogoso,88.5,9.32,0,2,8
2020-02-24,pepper,Bogoso,83.8,9.45,0,2,9
2020-03-02,pepper,Bogoso,91.4,8.34,0,3,10
2020-03-09,pepper,Bogoso,92.9,8.08,0,3,11
2020-03-16,pepper,Bogoso,90.5,8.27,0,3,12
2020-03-23,pepper,Bogoso,100.7,8.72,0,3,13
2020-03-30,pepper,Bogoso,95.9,8.14,0,3,14
2020-04-06,pepper,Bogoso,128.9,8.63,1,4,15
2020-04-13,pepper,Bogoso,143.4,8.43,1,4,16
2020-04-20,pepper,Bogoso,90.3,7.76,0,4,17
2020-04-27,pepper,Bogoso,96.3,7.88,0,4,18
2020-05-04,pepper,Bogoso,85.4,8.02,0,5,19
2020-05-11,pepper,Bogoso,86.9,8.02,0,5,20
2020-05-18,pepper,Bogoso,92.9,8.27,0,5,21
2020-05-25,pepper,Bogoso,94.5,8.5,0,5,22
2020-06-01,pepper,Bogoso,89.3,9.53,0,6,23
2020-06-08,pepper,Bogoso,93.6,9.19,0,6,24
2020-06-15,pepper,Bogoso,93.1,8.92,0,6,25
2020-06-22,pepper,Bogoso,97.0,8.32,0,6,26
2020-06-29,pepper,Bogoso,87.0,9.1,0,6,27
2020-07-06,pepper,Bogoso,86.7,10.24,0,7,28
2020-07-13,pepper,Bogoso,87.3,10.31,0,7,29
2020-07-20,pepper,Bogoso,77.5,11.1,0,7,30
2020-07-27,pepper,Bogoso,79.2,10.74,0,7,31
2020-08-03,pepper,Bogoso,132.6,10.62,1,8,32
2020-08-10,pepper,Bogoso,127.4,9.9,1,8,33
2020-08-17,pepper,Bogoso,126.3,10.09,1,8,34
2020-08-24,pepper,Bogoso,127.8,10.26,1,8,35
2020-08-31,pepper,Bogoso,126.1,9.98,1,8,36
2020-09-07,pepper,Bogoso,84.6,9.44,0,9,37
2020-09-14,pepper,Bogoso,91.4,9.39,0,9,38
2020-09-21,pepper,Bogoso,93.2,8.85,0,9,39
2020-09-28,pepper,Bogoso,96.9,9.7,0,9,40
2020-10-05,pepper,Bogoso,96.1,7.95,0,10,41
2020-10-12,pepper,Bogoso,93.6,7.37,0,10,42
2020-10-19,pepper,Bogoso,96.2,7.9,0,10,43
2020-10-26,pepper,Bogoso,92.9,8.01,0,10,44
2020-11-02,pepper,Bogoso,96.6,8.28,0,11,45
2020-11-09,pepper,Bogoso,90.2,7.86,0,11,46
2020-11-16,pepper,Bogoso,91.0,8.23,0,11,47
2020-11-23,pepper,Bogoso,91.1,8.03,0,11,48
2020-11-30,pepper,Bogoso,96.3,7.55,0,11,49
2020-12-07,pepper,Bogoso,91.3,7.57,0,12,50
2020-12-14,pepper,Bogoso,92.4,8.38,0,12,51
2020-12-21,pepper,Bogoso,151.8,8.4,1,12,52
2020-12-28,pepper,Bogoso,163.6,8.12,1,12,53
2021-01-04,pepper,Bogoso,82.1,10.87,0,1,1
2021-01-11,pepper,Bogoso,81.1,10.69,0,1,2
2021-01-18,pepper,Bogoso,88.1,10.54,0,1,3
2021-01-25,pepper,Bogoso,84.1,9.88,0,1,4
2021-02-01,pepper,Bogoso,87.1,11.04,0,2,5
2021-02-08,pepper,Bogoso,90.1,10.54,0,2,6
2021-02-15,pepper,Bogoso,93.6,10.16,0,2,7
2021-02-22,pepper,Bogoso,89.7,10.05,0,2,8
2021-03-01,pepper,Bogoso,88.9,8.94,0,3,9
2021-03-08,pepper,Bogoso,97.8,8.26,0,3,10
2021-03-15,pepper,Bogoso,92.4,9.1,0,3,11
2021-03-22,pepper,Bogoso,91.8,8.51,0,3,12
2021-03-29,pepper,Bogoso,98.6,8.98,0,3,13
2021-04-05,pepper,Bogoso,152.9,8.72,1,4,14
2021-04-12,pepper,Bogoso,138.8,8.81,1,4,15
2021-04-19,pepper,Bogoso,105.2,8.64,0,4,16
2021-04-26,pepper,Bogoso,93.4,8.85,0,4,17
2021-05-03,pepper,Bogoso,81.9,9.64,0,5,18
2021-05-10,pepper,Bogoso,84.5,9.46,0,5,19
2021-05-17,pepper,Bogoso,99.8,9.09,0,5,20
2021-05-24,pepper,Bogoso,102.8,8.95,0,5,21
2021-05-31,pepper,Bogoso,95.7,9.27,0,5,22
2021-06-07,pepper,Bogoso,95.7,10.25,0,6,23
2021-06-14,pepper,Bogoso,100.9,9.48,0,6,24
2021-06-21,pepper,Bogoso,95.0,9.77,0,6,25
2021-06-28,pepper,Bogoso,99.0,9.09,0,6,26
2021-07-05,pepper,Bogoso,84.3,11.55,0,7,27
2021-07-12,pepper,Bogoso,83.0,11.97,0,7,28
2021-07-19,pepper,Bogoso,80.4,11.09,0,7,29
2021-07-26,pepper,Bogoso,94.1,10.11,0,7,30
2021-08-02,pepper,Bogoso,135.0,11.39,1,8,31
2021-08-09,pepper,Bogoso,128.3,10.72,1,8,32
2021-08-16,pepper,Bogoso,126.5,10.83,1,8,33
2021-08-23,pepper,Bogoso,127.6,11.4,1,8,34
2021-08-30,pepper,Bogoso,120.5,11.24,1,8,35
2021-09-06,pepper,Bogoso,86.1,9.8,0,9,36
2021-09-13,pepper,Bogoso,100.4,9.74,0,9,37
2021-09-20,pepper,Bogoso,89.3,10.05,0,9,38
2021-09-27,pepper,Bogoso,93.4,9.83,0,9,39
2021-10-04,pepper,Bogoso,93.5,8.17,0,10,40
2021-10-11,pepper,Bogoso,102.0,8.44,0,10,41
2021-10-18,pepper,Bogoso,97.6,8.67,0,10,42
2021-10-25,pepper,Bogoso,93.0,8.49,0,10,43
2021-11-01,pepper,Bogoso,91.2,8.12,0,11,44
2021-11-08,pepper,Bogoso,89.4,8.95,0,11,45
2021-11-15,pepper,Bogoso,106.1,7.66,0,11,46
2021-11-22,pepper,Bogoso,96.4,8.45,0,11,47
2021-11-29,pepper,Bogoso,96.4,8.39,0,11,48
2021-12-06,pepper,Bogoso,94.9,8.71,0,12,49
2021-12-13,pepper,Bogoso,96.8,8.86,0,12,50
2021-12-20,pepper,Bogoso,150.9,9.05,1,12,51
2021-12-27,pepper,Bogoso,164.2,8.41,1,12,52
2022-01-03,pepper,Bogoso,80.9,11.34,0,1,1
2022-01-10,pepper,Bogoso,100.4,11.16,0,1,2
2022-01-17,pepper,Bogoso,90.7,10.32,0,1,3
2022-01-24,pepper,Bogoso,83.9,11.92,0,1,4
2022-01-31,pepper,Bogoso,94.6,10.44,0,1,5
2022-02-07,pepper,Bogoso,84.5,11.33,0,2,6
2022-02-14,pepper,Bogoso,86.7,11.32,0,2,7
2022-02-21,pepper,Bogoso,87.0,11.27,0,2,8
2022-02-28,pepper,Bogoso,84.1,10.93,0,2,9
2022-03-07,pepper,Bogoso,94.3,9.87,0,3,10
2022-03-14,pepper,Bogoso,89.0,8.96,0,3,11
2022-03-21,pepper,Bogoso,104.2,9.53,0,3,12
2022-03-28,pepper,Bogoso,100.3,9.34,0,3,13
2022-04-04,pepper,Bogoso,157.2,9.36,1,4,14
2022-04-11,pepper,Bogoso,131.2,9.78,1,4,15
2022-04-18,pepper,Bogoso,87.0,10.03,0,4,16
2022-04-25,pepper,Bogoso,103.2,9.49,0,4,17
2022-05-02,pepper,Bogoso,115.3,9.98,0,5,18
2022-05-09,pepper,Bogoso,101.0,9.7,0,5,19
2022-05-16,pepper,Bogoso,103.1,9.33,0,5,20
2022-05-23,pepper,Bogoso,98.2,9.58,0,5,21
2022-05-30,pepper,Bogoso,90.5,9.56,0,5,22
2022-06-06,pepper,Bogoso,101.3,10.29,0,6,23
2022-06-13,pepper,Bogoso,86.2,10.77,0,6,24
2022-06-20,pepper,Bogoso,86.1,10.69,0,6,25
2022-06-27,pepper,Bogoso,90.7,9.92,0,6,26
2022-07-04,pepper,Bogoso,95.9,11.15,0,7,27
2022-07-11,pepper,Bogoso,84.7,12.14,0,7,28
2022-07-18,pepper,Bogoso,88.7,11.55,0,7,29
2022-07-25,pepper,Bogoso,85.2,12.08,0,7,30
2022-08-01,pepper,Bogoso,117.4,12.39,1,8,31
2022-08-08,pepper,Bogoso,128.6,11.4,1,8,32
2022-08-15,pepper,Bogoso,129.6,11.33,1,8,33
2022-08-22,pepper,Bogoso,112.4,12.82,1,8,34
2022-08-29,pepper,Bogoso,123.7,12.18,1,8,35
2022-09-05,pepper,Bogoso,89.0,10.61,0,9,36
2022-09-12,pepper,Bogoso,100.1,10.39,0,9,37
2022-09-19,pepper,Bogoso,99.3,10.57,0,9,38
2022-09-26,pepper,Bogoso,89.9,10.28,0,9,39
2022-10-03,pepper,Bogoso,91.6,9.56,0,10,40
2022-10-10,pepper,Bogoso,108.9,8.95,0,10,41
2022-10-17,pepper,Bogoso,87.2,9.64,0,10,42
2022-10-24,pepper,Bogoso,99.3,9.09,0,10,43
2022-10-31,pepper,Bogoso,99.4,8.85,0,10,44
2022-11-07,pepper,Bogoso,103.4,9.14,0,11,45
2022-11-14,pepper,Bogoso,106.0,8.32,0,11,46
2022-11-21,pepper,Bogoso,93.7,9.25,0,11,47
2022-11-28,pepper,Bogoso,96.8,9.23,0,11,48
2022-12-05,pepper,Bogoso,94.2,9.66,0,12,49
2022-12-12,pepper,Bogoso,101.3,8.65,0,12,50
2022-12-19,pepper,Bogoso,85.5,9.79,0,12,51
2022-12-26,pepper,Bogoso,167.3,9.66,1,12,52
2023-01-02,pepper,Bogoso,91.6,12.56,0,1,1
2023-01-09,pepper,Bogoso,83.8,11.94,0,1,2
2023-01-16,pepper,Bogoso,85.1,12.45,0,1,3
2023-01-23,pepper,Bogoso,92.2,11.26,0,1,4
2023-01-30,pepper,Bogoso,81.4,12.3,0,1,5
2023-02-06,pepper,Bogoso,81.3,11.67,0,2,6
2023-02-13,pepper,Bogoso,90.4,11.24,0,2,7
2023-02-20,pepper,Bogoso,90.6,11.5,0,2,8
2023-02-27,pepper,Bogoso,81.7,12.04,0,2,9
2023-03-06,pepper,Bogoso,99.5,9.98,0,3,10
2023-03-13,pepper,Bogoso,101.5,10.48,0,3,11
2023-03-20,pepper,Bogoso,106.7,9.57,0,3,12
2023-03-27,pepper,Bogoso,101.9,9.44,0,3,13
2023-04-03,pepper,Bogoso,129.3,10.96,1,4,14
2023-04-10,pepper,Bogoso,153.7,10.76,1,4,15
2023-04-17,pepper,Bogoso,100.2,9.95,0,4,16
2023-04-24,pepper,Bogoso,98.6,10.39,0,4,17
2023-05-01,pepper,Bogoso,104.3,10.88,0,5,18
2023-05-08,pepper,Bogoso,90.4,10.63,0,5,19
2023-05-15,pepper,Bogoso,79.3,10.52,0,5,20
2023-05-22,pepper,Bogoso,87.4,10.91,0,5,21
2023-05-29,pepper,Bogoso,101.3,10.15,0,5,22
2023-06-05,pepper,Bogoso,95.5,11.45,0,6,23
2023-06-12,pepper,Bogoso,88.5,11.43,0,6,24
2023-06-19,pepper,Bogoso,88.0,11.31,0,6,25
2023-06-26,pepper,Bogoso,94.5,11.26,0,6,26
2023-07-03,pepper,Bogoso,81.0,12.93,0,7,27
2023-07-10,pepper,Bogoso,90.4,12.91,0,7,28
2023-07-17,pepper,Bogoso,88.4,12.35,0,7,29
2023-07-24,pepper,Bogoso,82.5,13.3,0,7,30
2023-07-31,pepper,Bogoso,86.3,12.39,0,7,31
2023-08-07,pepper,Bogoso,134.4,12.86,1,8,32
2023-08-14,pepper,Bogoso,132.9,12.82,1,8,33
2023-08-21,pepper,Bogoso,131.6,13.16,1,8,34
2023-08-28,pepper,Bogoso,142.0,11.87,1,8,35
2023-09-04,pepper,Bogoso,93.0,12.07,0,9,36
2023-09-11,pepper,Bogoso,91.8,11.34,0,9,37
2023-09-18,pepper,Bogoso,88.4,12.23,0,9,38
2023-09-25,pepper,Bogoso,94.9,11.44,0,9,39
2023-10-02,pepper,Bogoso,109.9,9.95,0,10,40
2023-10-09,pepper,Bogoso,84.9,10.74,0,10,41
2023-10-16,pepper,Bogoso,96.0,9.86,0,10,42
2023-10-23,pepper,Bogoso,94.7,10.47,0,10,43
2023-10-30,pepper,Bogoso,95.7,9.99,0,10,44
2023-11-06,pepper,Bogoso,102.8,10.2,0,11,45
2023-11-13,pepper,Bogoso,95.7,10.07,0,11,46
2023-11-20,pepper,Bogoso,94.0,10.38,0,11,47
2023-11-27,pepper,Bogoso,104.7,9.76,0,11,48
2023-12-04,pepper,Bogoso,112.0,9.7,0,12,49
2023-12-11,pepper,Bogoso,108.3,9.84,0,12,50
2023-12-18,pepper,Bogoso,96.9,10.14,0,12,51
2023-12-25,pepper,Bogoso,163.3,10.01,1,12,52
2024-01-01,pepper,Bogoso,89.4,13.29,0,1,1
2024-01-08,pepper,Bogoso,88.5,13.59,0,1,2
2024-01-15,pepper,Bogoso,89.1,12.41,0,1,3
2024-01-22,pepper,Bogoso,98.4,12.54,0,1,4
2024-01-29,pepper,Bogoso,96.4,12.18,0,1,5
2024-02-05,pepper,Bogoso,85.8,14.06,0,2,6
2024-02-12,pepper,Bogoso,83.5,13.16,0,2,7
2024-02-19,pepper,Bogoso,90.3,13.25,0,2,8
2024-02-26,pepper,Bogoso,84.3,12.3,0,2,9
2024-03-04,pepper,Bogoso,94.5,11.15,0,3,10
2024-03-11,pepper,Bogoso,93.2,11.37,0,3,11
2024-03-18,pepper,Bogoso,100.4,11.03,0,3,12
2024-03-25,pepper,Bogoso,105.5,11.63,0,3,13
2024-04-01,pepper,Bogoso,149.4,12.26,1,4,14
2024-04-08,pepper,Bogoso,172.7,10.79,1,4,15
2024-04-15,pepper,Bogoso,105.1,10.76,0,4,16
2024-04-22,pepper,Bogoso,107.6,10.82,0,4,17
2024-04-29,pepper,Bogoso,104.0,11.94,0,4,18
2024-05-06,pepper,Bogoso,91.1,11.76,0,5,19
2024-05-13,pepper,Bogoso,93.9,11.23,0,5,20
2024-05-20,pepper,Bogoso,102.1,11.31,0,5,21
2024-05-27,pepper,Bogoso,100.7,10.92,0,5,22
2024-06-03,pepper,Bogoso,96.0,12.79,0,6,23
2024-06-10,pepper,Bogoso,97.0,12.16,0,6,24
2024-06-17,pepper,Bogoso,94.6,12.22,0,6,25
2024-06-24,pepper,Bogoso,104.9,12.65,0,6,26
2024-07-01,pepper,Bogoso,84.1,13.82,0,7,27
2024-07-08,pepper,Bogoso,93.9,13.79,0,7,28
2024-07-15,pepper,Bogoso,92.3,13.93,0,7,29
2024-07-22,pepper,Bogoso,79.1,14.37,0,7,30
2024-07-29,pepper,Bogoso,81.1,14.84,0,7,31
2024-08-05,pepper,Bogoso,126.5,14.34,1,8,32
2024-08-12,pepper,Bogoso,135.4,14.46,1,8,33
2024-08-19,pepper,Bogoso,131.9,13.9,1,8,34
2024-08-26,pepper,Bogoso,136.2,13.62,1,8,35
2024-09-02,pepper,Bogoso,87.5,12.92,0,9,36
2024-09-09,pepper,Bogoso,110.8,12.68,0,9,37
2024-09-16,pepper,Bogoso,102.6,11.87,0,9,38
2024-09-23,pepper,Bogoso,101.7,12.43,0,9,39
2024-09-30,pepper,Bogoso,94.8,12.55,0,9,40
2024-10-07,pepper,Bogoso,97.2,10.55,0,10,41
2024-10-14,pepper,Bogoso,106.3,11.41,0,10,42
2024-10-21,pepper,Bogoso,86.9,10.98,0,10,43
2024-10-28,pepper,Bogoso,97.3,11.36,0,10,44
2024-11-04,pepper,Bogoso,91.7,10.96,0,11,45
2024-11-11,pepper,Bogoso,97.1,10.88,0,11,46
2024-11-18,pepper,Bogoso,98.7,10.43,0,11,47
2024-11-25,pepper,Bogoso,93.8,10.85,0,11,48
2024-12-02,pepper,Bogoso,100.1,10.92,0,12,49
2024-12-09,pepper,Bogoso,88.2,10.31,0,12,50
2024-12-16,pepper,Bogoso,99.6,10.68,0,12,51
2024-12-23,pepper,Bogoso,166.7,10.77,1,12,52
2024-12-30,pepper,Bogoso,150.6,11.09,1,12,1
2018-01-01,pepper,Prestea,93.0,7.59,0,1,1
2018-01-08,pepper,Prestea,79.7,7.91,0,1,2
2018-01-15,pepper,Prestea,83.1,7.71,0,1,3
2018-01-22,pepper,Prestea,88.5,6.88,0,1,4
2018-01-29,pepper,Prestea,84.6,7.62,0,1,5
2018-02-05,pepper,Prestea,87.6,8.16,0,2,6
2018-02-12,pepper,Prestea,101.6,7.29,0,2,7
2018-02-19,pepper,Prestea,87.4,7.85,0,2,8
2018-02-26,pepper,Prestea,85.3,8.32,0,2,9
2018-03-05,pepper,Prestea,101.6,6.5,0,3,10
2018-03-12,pepper,Prestea,91.4,6.7,0,3,11
2018-03-19,pepper,Prestea,102.6,6.35,0,3,12
2018-03-26,pepper,Prestea,90.0,7.14,0,3,13
2018-04-02,pepper,Prestea,143.6,6.72,1,4,14
2018-04-09,pepper,Prestea,144.7,6.76,1,4,15
2018-04-16,pepper,Prestea,77.2,7.11,0,4,16
2018-04-23,pepper,Prestea,90.0,6.93,0,4,17
2018-04-30,pepper,Prestea,84.1,6.51,0,4,18
2018-05-07,pepper,Prestea,83.2,6.61,0,5,19
2018-05-14,pepper,Prestea,90.1,6.92,0,5,20
2018-05-21,pepper,Prestea,85.9,6.62,0,5,21
2018-05-28,pepper,Prestea,96.4,6.22,0,5,22
2018-06-04,pepper,Prestea,90.4,7.41,0,6,23
2018-06-11,pepper,Prestea,94.7,6.99,0,6,24
2018-06-18,pepper,Prestea,80.7,7.91,0,6,25
2018-06-25,pepper,Prestea,93.8,7.48,0,6,26
2018-07-02,pepper,Prestea,84.2,8.07,0,7,27
2018-07-09,pepper,Prestea,86.3,8.14,0,7,28
2018-07-16,pepper,Prestea,81.1,7.74,0,7,29
2018-07-23,pepper,Prestea,84.3,8.0,0,7,30
2018-07-30,pepper,Prestea,85.2,8.71,0,7,31
2018-08-06,pepper,Prestea,122.3,9.18,1,8,32
2018-08-13,pepper,Prestea,114.9,8.67,1,8,33
2018-08-20,pepper,Prestea,119.5,8.4,1,8,34
2018-08-27,pepper,Prestea,117.5,8.28,1,8,35
2018-09-03,pepper,Prestea,89.0,7.28,0,9,36
2018-09-10,pepper,Prestea,77.6,8.2,0,9,37
2018-09-17,pepper,Prestea,89.6,7.52,0,9,38
2018-09-24,pepper,Prestea,87.9,8.21,0,9,39
2018-10-01,pepper,Prestea,83.8,6.84,0,10,40
2018-10-08,pepper,Prestea,96.1,6.03,0,10,41
2018-10-15,pepper,Prestea,92.2,6.31,0,10,42
2018-10-22,pepper,Prestea,99.4,6.3,0,10,43
2018-10-29,pepper,Prestea,88.4,6.46,0,10,44
2018-11-05,pepper,Prestea,88.8,6.5,0,11,45
2018-11-12,pepper,Prestea,80.0,7.3,0,11,46
2018-11-19,pepper,Prestea,88.3,6.24,0,11,47
2018-11-26,pepper,Prestea,94.0,6.58,0,11,48
2018-12-03,pepper,Prestea,89.5,6.72,0,12,49
2018-12-10,pepper,Prestea,92.2,6.56,0,12,50
2018-12-17,pepper,Prestea,98.6,6.59,0,12,51
2018-12-24,pepper,Prestea,170.1,6.29,1,12,52
2018-12-31,pepper,Prestea,137.1,6.59,1,12,1
2019-01-07,pepper,Prestea,87.4,8.56,0,1,2
2019-01-14,pepper,Prestea,85.8,8.5,0,1,3
2019-01-21,pepper,Prestea,81.7,8.58,0,1,4
2019-01-28,pepper,Prestea,83.6,8.86,0,1,5
2019-02-04,pepper,Prestea,74.6,8.76,0,2,6
2019-02-11,pepper,Prestea,92.9,8.47,0,2,7
2019-02-18,pepper,Prestea,91.5,8.05,0,2,8
2019-02-25,pepper,Prestea,82.7,8.24,0,2,9
2019-03-04,pepper,Prestea,89.2,7.18,0,3,10
2019-03-11,pepper,Prestea,81.9,7.31,0,3,11
2019-03-18,pepper,Prestea,91.4,7.1,0,3,12
2019-03-25,pepper,Prestea,91.8,6.97,0,3,13
2019-04-01,pepper,Prestea,138.2,6.94,1,4,14
2019-04-08,pepper,Prestea,159.4,6.81,1,4,15
2019-04-15,pepper,Prestea,99.7,7.22,0,4,16
2019-04-22,pepper,Prestea,96.1,6.86,0,4,17
2019-04-29,pepper,Prestea,93.2,6.99,0,4,18
2019-05-06,pepper,Prestea,95.7,7.22,0,5,19
2019-05-13,pepper,Prestea,95.9,6.94,0,5,20
2019-05-20,pepper,Prestea,85.2,7.44,0,5,21
2019-05-27,pepper,Prestea,86.6,7.55,0,5,22
2019-06-03,pepper,Prestea,91.1,7.85,0,6,23
2019-06-10,pepper,Prestea,93.9,7.88,0,6,24
2019-06-17,pepper,Prestea,89.9,8.19,0,6,25
2019-06-24,pepper,Prestea,94.5,7.79,0,6,26
2019-07-01,pepper,Prestea,78.1,8.76,0,7,27
2019-07-08,pepper,Prestea,84.3,9.48,0,7,28
2019-07-15,pepper,Prestea,81.8,9.36,0,7,29
2019-07-22,pepper,Prestea,95.1,9.26,0,7,30
2019-07-29,pepper,Prestea,79.8,9.38,0,7,31
2019-08-05,pepper,Prestea,136.4,8.38,1,8,32
2019-08-12,pepper,Prestea,141.4,9.59,1,8,33
2019-08-19,pepper,Prestea,125.8,9.24,1,8,34
2019-08-26,pepper,Prestea,121.6,9.47,1,8,35
2019-09-02,pepper,Prestea,85.3,8.3,0,9,36
2019-09-09,pepper,Prestea,100.0,8.19,0,9,37
2019-09-16,pepper,Prestea,86.0,8.09,0,9,38
2019-09-23,pepper,Prestea,93.0,8.3,0,9,39
2019-09-30,pepper,Prestea,89.9,8.08,0,9,40
2019-10-07,pepper,Prestea,90.0,7.24,0,10,41
2019-10-14,pepper,Prestea,89.8,6.55,0,10,42
2019-10-21,pepper,Prestea,102.7,6.84,0,10,43
2019-10-28,pepper,Prestea,86.6,7.57,0,10,44
2019-11-04,pepper,Prestea,88.5,6.86,0,11,45
2019-11-11,pepper,Prestea,101.4,6.97,0,11,46
2019-11-18,pepper,Prestea,93.2,6.79,0,11,47
2019-11-25,pepper,Prestea,94.4,7.14,0,11,48
2019-12-02,pepper,Prestea,100.7,6.88,0,12,49
2019-12-09,pepper,Prestea,97.0,7.03,0,12,50
2019-12-16,pepper,Prestea,79.3,7.33,0,12,51
2019-12-23,pepper,Prestea,165.6,6.89,1,12,52
2019-12-30,pepper,Prestea,151.2,7.31,1,12,1
2020-01-06,pepper,Prestea,83.4,9.36,0,1,2
2020-01-13,pepper,Prestea,84.0,9.44,0,1,3
2020-01-20,pepper,Prestea,78.4,9.11,0,1,4
2020-01-27,pepper,Prestea,80.4,10.24,0,1,5
2020-02-03,pepper,Prestea,77.7,9.51,0,2,6
2020-02-10,pepper,Prestea,85.0,9.24,0,2,7
2020-02-17,pepper,Prestea,90.5,8.8,0,2,8
2020-02-24,pepper,Prestea,93.2,9.08,0,2,9
2020-03-02,pepper,Prestea,85.4,8.27,0,3,10
2020-03-09,pepper,Prestea,96.9,8.35,0,3,11
2020-03-16,pepper,Prestea,94.8,8.28,0,3,12
2020-03-23,pepper,Prestea,89.2,8.06,0,3,13
2020-03-30,pepper,Prestea,90.9,7.43,0,3,14
2020-04-06,pepper,Prestea,133.0,8.02,1,4,15
2020-04-13,pepper,Prestea,155.9,7.48,1,4,16
2020-04-20,pepper,Prestea,93.9,7.4,0,4,17
2020-04-27,pepper,Prestea,99.9,7.94,0,4,18
2020-05-04,pepper,Prestea,88.7,8.09,0,5,19
2020-05-11,pepper,Prestea,86.6,8.21,0,5,20
2020-05-18,pepper,Prestea,93.9,8.08,0,5,21
2020-05-25,pepper,Prestea,88.7,8.09,0,5,22
2020-06-01,pepper,Prestea,96.0,8.32,0,6,23
2020-06-08,pepper,Prestea,98.9,8.63,0,6,24
2020-06-15,pepper,Prestea,98.2,8.14,0,6,25
2020-06-22,pepper,Prestea,99.8,7.97,0,6,26
2020-06-29,pepper,Prestea,92.2,8.92,0,6,27
2020-07-06,pepper,Prestea,78.8,9.47,0,7,28
2020-07-13,pepper,Prestea,85.4,10.11,0,7,29
2020-07-20,pepper,Prestea,83.7,10.2,0,7,30
